2,https://blog.sockpuppet.us/
2,http://ftp.wagner.pp.ru
1,http://ozarkmtnhomes.com/jgyvg/sco/qts.html
2,http://www.uvgzs.com/post/10.html
2,http://amykatedesigns.com/raves-reviews/
1,http://sgdbbs-intrntbknng.com/
1,http://amcgardiennage.com/p2w9zszppthtog44stkx?fbclid=iwar0vadtkpqq6uce6eizqmyjwlubjfbvqjmthlvfugu3xixiczqby4_2ft2y
2,https://www.championradio.com/user
2,https://www.creativetravelguide.com/privacy-policy/
2,http://www.plastic-pack.com/news/news.asp
2,https://www.themuslimblogger.com/2018/05/perbedaan-reset-dan-restart.html
2,http://ersiliogallimberti.blogspot.com/2015/11/
2,https://www.mer-et-voyages.info/croisieres-fluviales/europe-centrale/la-grande-europe-au-fil-du-danube#tarifs
1,https://lesprivatmatrix.com/wine/image.htm
2,https://logotalks.com/2021/01/30/hello-world/#comments
1,http://mail.mfhse.cu.ma/~filxscum/D/H/L/6de416cfb705fb4ee9559522f2759aebc30b7e9cd4b06697e4386db80e2d92851ce82d6d2eb4d2c0c9a09e0628d/DHL/tracking2.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=
2,https://www.socialcloudventures.com/
2,http://grupa.co.rs/
1,http://www.toteminformatica.com.br/los/Gdoccc/
1,https://perifoneotico.com/wp/paypal/customer_center/Secure464/myaccount/signin/
2,https://www.pustejov.cz/urad/verejnopravni-smlouva-o-poskytnuti-investicni-dotace-2019
1,https://b-kays.com/dell/feel/index.html
1,https://www.deeprootssanctuary.org/wp-includes/fonts/home/billing.php?sslchannel=true&sessionid==zffm7Oh3pUuzykYTxraTCBQkBUpmdR8M6n9ecqiBkMbT7aMFBXzdypyajYwxPFkW2uafUtRff29ncV2N
1,http://sigmaconsult.co.uk/includes/js/tabs/out/index.php
2,http://ppt.3rin.net/Date/201804/1.html
2,https://www.carlabusuttil.com/news
1,https://hm.rc8-notifications.com/338c933a18e9b57f72e608e67c5e4afd/index.php
1,https://keen-brahmagupta-cec944.netlify.app/
1,http://dampfmaschinen-ratgeber.de/smop/Absa%20Online%20-%20PROFILE.htm
2,http://jobs.caller.com
1,https://metododiez.com/securedsevr-com/cmd-login=e175e0395a5fcceb980485ac37f043f1/?email=redacted@redacted.tld&loginpage=&reff=MmQzMWI4ZDlmYmU5NTcwMjQ5NTE0NGQxNTg3YmU3NDU=
1,https://portaltransaccionalclavedinamicaseguridadbancaria.burrow.io/sucursalpersonas.transaccionesbancolombia.co/mua/
2,https://bruisesandbandaids.com/category/general/
1,http://www.readingcreditunion.co.uk/wp-includes/web/80d8035b669bac0d4b25b462f64cb802
1,http://167.99.148.203/website/directing/www1.simplii.login.com/
2,http://scenictravel.com.sg/land/
1,https://login.microsoftonline.com.login.invoice.21357.phassion.de/c4ca4238a0b923820dcc509a6f75849b/21a2cac2c17b295193257700f9832fec/86e5d5f6e7f4ddc1a6a7ee7df10313f7/ffc5e01f578535fd6f95f889cb31939d
1,http://sagardighi.com/mobilerefund/sco/index.php
2,https://www.afbshop.at/
2,https://en.over-blog.com/abuse/866903
1,http://mail.peringatan-facebook-2021.ml/login.php
2,https://getgamblinghelp.com/
1,https://myfidosolutionsaccount.com/banks/Scotia/confirm.html
1,http://pioa.tk/mail1.php
2,http://lailagohar.com/everlane
1,https://pochtarefund-xeq16m.aakny.xyz/high_speed_internet.cfm
1,http://69.167.151.209/files/947484ba697a8525cfb08738d8805b6e/
1,http://hoytsfood.com/okojghousedhelplinked
1,https://www.cancel-payee-now.com/Login.php
2,https://www.affiliate-marketing.de/eigenes-partnerprogramm-starten
2,https://www.TownSquareAgent.com/privacy
2,https://dhacondolaw.ca/services/
2,http://telematicanet.ucol.mx/Thesis-Selecter/
1,http://o2-billing-secured.com/
