2,https://blog.sockpuppet.us/
1,http://fstechnologist.co.in/app/Console/update/7bdb49ae1a656b71332b65c790af5b67OGJlODdjYWUyMjNlNzBiMTJlNTdkYTRlZmQ1NWQxNjU=/referrer.php?MTUwMDU1MTQy=secured
1,http://marengoshirts.com/3fd391925668dc7e18cd1d5eb0936e734a9e2fc47e55af3f399b82bcc0cda7b0ef1f1860389cd822fdadf7d5c74fe0475381ca02c5ef6f64795426e67717185b/session/page/login/index.php/asdasd.php
2,http://youxiid.cn/jm/Txu/
2,https://www.riders.org/where-we-work/nigeria/nigeria-health/
2,https://rocosaffron.com/ourquality/
1,https://ingmeval.com/chase/ChaseBank/step2.php
1,https://rosatcado.com/sd/
2,https://ebom.lesniowice.lubelskie.pl/
2,https://mydarkreviews.com/search-videos/
1,http://69.167.151.209/files/386d75c5ac0841a9e79b360923f4b64c/
1,https://theunitedstatesofhorror.com/ACH/FBG/
1,http://www.egmotorsclub.com/wt-include/core/bofa/Verify2.php?sessionid=OKJjs0oyr90PbkUc4mRJiiKlo7fLWCRLnA4PBtn3DoSOIM1N9SwsbhNAo2llFd62NbRpEfshDl6m789h0GJcYwMmz8IelOh909yFo1X2n4pvcyMdfvpd2cACkiRF78O7hn&securessl=true
2,http://www.auroraedc.com/Media-Center.aspx
1,http://info-6789.co/Finance/atb/secquestions.php
2,https://feed.podbean.com/chefgigifoodtalkradio/feed.xml
2,http://ads.ip.cabanova.com/adclick.php?n=a66abdcc
1,http://thetennesseekid.xyz/boa/Boa/Validation/info.php
2,http://www.sankyo-seiki.com/social-media/
2,https://news.123kora.com/ar/news/details/36192
2,https://sscitpro-spcapproti2.com
2,https://uchujinfx.com/privacy-policy/
1,https://www.masterfire.nl/js/amasty/office/index.html
1,http://wgsseguroserastreamento.com.br/UPDATE-INFO/mpp/Login/?77677373656775726f7365726173747265616d656e746f2e636f6d2e6272
2,https://ocio.miami/ver/jovencitas-haciendo-guarradas-muy-juntas
